,word,phones,phonetic_leaf
322,agency,"['EY1', 'JH', 'AH0', 'N', 'S', 'IY0']",a
323,agency's,"['EY1', 'JH', 'AH0', 'N', 'S', 'IY0', 'Z']",e
324,agent,"['EY1', 'JH', 'AH0', 'N', 'T']",d
325,agents,"['EY1', 'JH', 'AH0', 'N', 'T', 'S']",e
326,ages,"['EY1', 'JH', 'IH0', 'Z']",e
327,aggravated,"['AE1', 'G', 'R', 'AH0', 'V', 'EY2', 'T', 'IH0', 'D']",d
328,aggravation,"['AE2', 'G', 'R', 'AH0', 'V', 'EY1', 'SH', 'AH0', 'N']",d
329,aggregate,"['AE1', 'G', 'R', 'AH0', 'G', 'IH0', 'T']",d
330,aggregated,"['AE1', 'G', 'R', 'AH0', 'G', 'EY2', 'T', 'AH0', 'D']",d
331,aggregations,"['AE1', 'G', 'R', 'AH0', 'G', 'EY1', 'SH', 'AH0', 'N', 'Z']",e
332,aggression,"['AH0', 'G', 'R', 'EH1', 'SH', 'AH0', 'N']",d
333,aggressions,"['AH0', 'G', 'R', 'EH1', 'SH', 'AH0', 'N', 'Z']",e
334,aggressive,"['AH0', 'G', 'R', 'EH1', 'S', 'IH0', 'V']",d
335,aggrieved,"['AH0', 'G', 'R', 'IY1', 'V', 'D']",d
336,aghast,"['AH0', 'G', 'AE1', 'S', 'T']",d
337,agitate,"['AE1', 'JH', 'AH0', 'T', 'EY2', 'T']",d
338,agitated,"['AE1', 'JH', 'AH0', 'T', 'EY2', 'T', 'AH0', 'D']",d
339,agitation,"['AE2', 'JH', 'AH0', 'T', 'EY1', 'SH', 'AH0', 'N']",d
340,ago,"['AH0', 'G', 'OW1']",g
341,agonized,"['AE1', 'G', 'AH0', 'N', 'AY2', 'Z', 'D']",d
342,agony,"['AE1', 'G', 'AH0', 'N', 'IY0']",a
343,agree,"['AH0', 'G', 'R', 'IY1']",a
344,agreed,"['AH0', 'G', 'R', 'IY1', 'D']",d
345,agreement,"['AH0', 'G', 'R', 'IY1', 'M', 'AH0', 'N', 'T']",d
346,agreements,"['AH0', 'G', 'R', 'IY1', 'M', 'AH0', 'N', 'T', 'S']",e
347,agrees,"['AH0', 'G', 'R', 'IY1', 'Z']",e
348,agriculture,"['AE1', 'G', 'R', 'IH0', 'K', 'AH2', 'L', 'CH', 'ER0']",a
349,ah,['AA1'],g
350,ahead,"['AH0', 'HH', 'EH1', 'D']",d
351,aid,"['EY1', 'D']",i
352,aides,"['EY1', 'D', 'Z']",j
353,aiding,"['EY1', 'D', 'IH0', 'NG']",a
354,aids,"['EY1', 'D', 'Z']",j
355,aim,"['EY1', 'M']",i
356,aimed,"['EY1', 'M', 'D']",i
357,aiming,"['EY1', 'M', 'IH0', 'NG']",a
358,aims,"['EY1', 'M', 'Z']",j
359,air,"['EH1', 'R']",g
360,aircraft,"['EH1', 'R', 'K', 'R', 'AE2', 'F', 'T']",d
361,aired,"['EH1', 'R', 'D']",i
362,aires,"['EH1', 'R', 'IY0', 'Z']",e
363,airing,"['EH1', 'R', 'IH0', 'NG']",a
364,airplane,"['EH1', 'R', 'P', 'L', 'EY2', 'N']",d
365,airplanes,"['EH1', 'R', 'P', 'L', 'EY0', 'N', 'Z']",e
366,airport,"['EH1', 'R', 'P', 'AO2', 'R', 'T']",d
367,airs,"['EH1', 'R', 'Z']",j
368,airway,"['EH1', 'R', 'W', 'EY2']",a
369,airy,"['EH1', 'R', 'IY0']",g
370,aisle,"['AY1', 'L']",g
371,aisle,"['AY1', 'AH0', 'L']",g
372,aisles,"['AY1', 'L', 'Z']",j
373,aisles,"['AY1', 'AH0', 'L', 'Z']",e
374,ajar,"['AH0', 'JH', 'AA1', 'R']",a
375,akin,"['AH0', 'K', 'IH1', 'N']",d
376,alacrity,"['AH0', 'L', 'AE1', 'K', 'R', 'AH0', 'T', 'IY0']",a
377,alarm,"['AH0', 'L', 'AA1', 'R', 'M']",d
378,alarmed,"['AH0', 'L', 'AA1', 'R', 'M', 'D']",d
379,alarmingly,"['AH0', 'L', 'AA1', 'R', 'M', 'IH0', 'NG', 'L', 'IY0']",a
380,albans,"['AE1', 'L', 'B', 'AE0', 'N', 'Z']",e
381,albert,"['AE1', 'L', 'B', 'ER0', 'T']",d
382,albion,"['AE1', 'L', 'B', 'IY0', 'AH0', 'N']",d
383,album,"['AE1', 'L', 'B', 'AH0', 'M']",d
384,albumen,"['AE2', 'L', 'B', 'Y', 'UW1', 'M', 'AH0', 'N']",d
385,alcoholic,"['AE2', 'L', 'K', 'AH0', 'HH', 'AA1', 'L', 'IH0', 'K']",d
386,alderman,"['AO1', 'L', 'D', 'ER0', 'M', 'AH0', 'N']",d
387,aldermen,"['AO1', 'L', 'D', 'ER0', 'M', 'IH0', 'N']",d
388,alderson,"['AO1', 'L', 'D', 'ER0', 'S', 'AH0', 'N']",d
389,aldus,"['AA1', 'L', 'D', 'IH0', 'S']",e
390,ale,"['EY1', 'L']",g
391,alert,"['AH0', 'L', 'ER1', 'T']",d
392,alerted,"['AH0', 'L', 'ER1', 'T', 'IH0', 'D']",d
393,alertness,"['AH0', 'L', 'ER1', 'T', 'N', 'AH0', 'S']",e
394,alexander,"['AE2', 'L', 'AH0', 'G', 'Z', 'AE1', 'N', 'D', 'ER0']",a
395,alexander's,"['AE2', 'L', 'AH0', 'G', 'Z', 'AE1', 'N', 'D', 'ER0', 'Z']",e
396,alfred,"['AE1', 'L', 'F', 'R', 'IH0', 'D']",d
397,alfred,"['AE1', 'L', 'F', 'R', 'AH0', 'D']",d
398,algeria,"['AE0', 'L', 'JH', 'IH1', 'R', 'IY0', 'AH0']",a
399,alias,"['EY1', 'L', 'IY0', 'AH0', 'S']",e
400,aliases,"['EY1', 'L', 'IY0', 'AH0', 'S', 'IH0', 'Z']",e
401,alibi,"['AE1', 'L', 'AH0', 'B', 'AY2']",a
402,alienate,"['EY1', 'L', 'Y', 'AH0', 'N', 'EY2', 'T']",d
403,alienated,"['EY1', 'L', 'IY0', 'AH0', 'N', 'EY2', 'T', 'IH0', 'D']",d
404,alight,"['AH0', 'L', 'AY1', 'T']",d
405,alighted,"['AH0', 'L', 'AY1', 'T', 'IH0', 'D']",d
406,alighting,"['AH0', 'L', 'AY1', 'T', 'IH0', 'NG']",a
407,aligning,"['AH0', 'L', 'AY1', 'N', 'IH0', 'NG']",a
408,alignment,"['AH0', 'L', 'AY1', 'N', 'M', 'AH0', 'N', 'T']",d
409,alike,"['AH0', 'L', 'AY1', 'K']",d
410,aliment,"['AE2', 'L', 'AH0', 'M', 'AH0', 'N', 'T']",d
411,alimentary,"['AE2', 'L', 'AH0', 'M', 'EH1', 'N', 'T', 'ER0', 'IY0']",a
412,aline,"['AH0', 'L', 'AY1', 'N']",d
413,alive,"['AH0', 'L', 'AY1', 'V']",d
414,all,"['AO1', 'L']",g
415,allay,"['AH0', 'L', 'EY1']",g
416,allegation,"['AE2', 'L', 'AH0', 'G', 'EY1', 'SH', 'AH0', 'N']",d
417,allegations,"['AE2', 'L', 'AH0', 'G', 'EY1', 'SH', 'AH0', 'N', 'Z']",e
418,alleged,"['AH0', 'L', 'EH1', 'JH', 'D']",d
419,allegedly,"['AH0', 'L', 'EH1', 'JH', 'AH0', 'D', 'L', 'IY0']",a
420,allegiance,"['AH0', 'L', 'IY1', 'JH', 'AH0', 'N', 'S']",e
421,alleging,"['AH0', 'L', 'EH1', 'JH', 'IH0', 'NG']",a
422,alley,"['AE1', 'L', 'IY0']",g
423,alleys,"['AE1', 'L', 'IY0', 'Z']",e
424,alliance,"['AH0', 'L', 'AY1', 'AH0', 'N', 'S']",e
425,allied,"['AE1', 'L', 'AY2', 'D']",d
426,allied,"['AH0', 'L', 'AY1', 'D']",d
427,allies,"['AE1', 'L', 'AY0', 'Z']",e
428,allington,"['AO1', 'L', 'IH0', 'NG', 'T', 'AH0', 'N']",d
429,allnutt,"['AH0', 'L', 'N', 'AH1', 'T']",d
430,allocated,"['AE1', 'L', 'AH0', 'K', 'EY2', 'T', 'IH0', 'D']",d
431,allotment,"['AH0', 'L', 'AA1', 'T', 'M', 'AH0', 'N', 'T']",d
432,allotted,"['AH0', 'L', 'AA1', 'T', 'IH0', 'D']",d
433,allow,"['AH0', 'L', 'AW1']",g
434,allowance,"['AH0', 'L', 'AW1', 'AH0', 'N', 'S']",e
435,allowances,"['AH0', 'L', 'AW1', 'AH0', 'N', 'S', 'IH0', 'Z']",e
436,allowed,"['AH0', 'L', 'AW1', 'D']",d
437,allowing,"['AH0', 'L', 'AW1', 'IH0', 'NG']",a
438,allows,"['AH0', 'L', 'AW1', 'Z']",e
439,alluded,"['AH0', 'L', 'UW1', 'D', 'AH0', 'D']",d
440,allusions,"['AH0', 'L', 'UW1', 'ZH', 'AH0', 'N', 'Z']",e
441,almighty,"['AO0', 'L', 'M', 'AY1', 'T', 'IY0']",a
442,almost,"['AO1', 'L', 'M', 'OW2', 'S', 'T']",d
443,alms,"['AA1', 'L', 'M', 'Z']",e
444,alone,"['AH0', 'L', 'OW1', 'N']",d
445,along,"['AH0', 'L', 'AO1', 'NG']",a
446,alongside,"['AH0', 'L', 'AO1', 'NG', 'S', 'AY1', 'D']",d
447,aloud,"['AH0', 'L', 'AW1', 'D']",d
448,already,"['AO0', 'L', 'R', 'EH1', 'D', 'IY0']",a
449,also,"['AO1', 'L', 'S', 'OW0']",a
450,alter,"['AO1', 'L', 'T', 'ER0']",a
451,alteration,"['AO2', 'L', 'T', 'ER0', 'EY1', 'SH', 'AH0', 'N']",d
452,alterations,"['AO2', 'L', 'T', 'ER0', 'EY1', 'SH', 'AH0', 'N', 'Z']",e
453,altered,"['AO1', 'L', 'T', 'ER0', 'D']",d
454,altering,"['AO1', 'L', 'T', 'ER0', 'IH0', 'NG']",a
455,alternate,"['AO1', 'L', 'T', 'ER0', 'N', 'AH0', 'T']",d
456,alternated,"['AO1', 'L', 'T', 'ER0', 'N', 'EY2', 'T', 'AH0', 'D']",d
457,alternately,"['AO1', 'L', 'T', 'ER0', 'N', 'AH0', 'T', 'L', 'IY0']",a
458,alternative,"['AO0', 'L', 'T', 'ER1', 'N', 'AH0', 'T', 'IH0', 'V']",d
459,alternatives,"['AO0', 'L', 'T', 'ER1', 'N', 'AH0', 'T', 'IH0', 'V', 'Z']",e
460,although,"['AO2', 'L', 'DH', 'OW1']",a
461,altogether,"['AO2', 'L', 'T', 'AH0', 'G', 'EH1', 'DH', 'ER0']",a
462,alton,"['AO1', 'L', 'T', 'AH0', 'N']",d
463,always,"['AO1', 'L', 'W', 'IY0', 'Z']",e
464,always,"['AO1', 'L', 'W', 'EY2', 'Z']",e
465,am,"['AE1', 'M']",i
466,amadeus,"['AE2', 'M', 'AH0', 'D', 'EY1', 'AH0', 'S']",e
467,amalgamation,"['AH0', 'M', 'AE2', 'L', 'G', 'AH0', 'M', 'EY1', 'SH', 'AH0', 'N']",d
468,amass,"['AH0', 'M', 'AE1', 'S']",e
469,amassed,"['AH0', 'M', 'AE1', 'S', 'T']",d
470,amateur,"['AE1', 'M', 'AH0', 'CH', 'ER2']",a
471,amateurs,"['AE1', 'M', 'AH0', 'CH', 'ER2', 'Z']",e
472,amazed,"['AH0', 'M', 'EY1', 'Z', 'D']",d
473,ambassador,"['AE0', 'M', 'B', 'AE1', 'S', 'AH0', 'D', 'ER0']",a
474,ambitious,"['AE0', 'M', 'B', 'IH1', 'SH', 'AH0', 'S']",e
475,ambush,"['AE1', 'M', 'B', 'UH2', 'SH']",d
476,ameliorated,"['AH0', 'M', 'IY1', 'L', 'Y', 'ER0', 'EY2', 'T', 'IH0', 'D']",d
477,ameliorating,"['AH0', 'M', 'IY1', 'L', 'IY0', 'ER0', 'EY2', 'T', 'IH0', 'NG']",a
478,amelioration,"['AH0', 'M', 'IY2', 'L', 'Y', 'ER0', 'EY1', 'SH', 'AH0', 'N']",d
479,amend,"['AH0', 'M', 'EH1', 'N', 'D']",d
480,amended,"['AH0', 'M', 'EH1', 'N', 'D', 'IH0', 'D']",d
481,amendment,"['AH0', 'M', 'EH1', 'N', 'D', 'M', 'AH0', 'N', 'T']",d
482,amendments,"['AH0', 'M', 'EH1', 'N', 'D', 'M', 'AH0', 'N', 'T', 'S']",e
483,america,"['AH0', 'M', 'EH1', 'R', 'AH0', 'K', 'AH0']",a
484,america,"['AH0', 'M', 'EH1', 'R', 'IH0', 'K', 'AH0']",a
485,american,"['AH0', 'M', 'EH1', 'R', 'IH0', 'K', 'AH0', 'N']",d
486,american,"['AH0', 'M', 'EH1', 'R', 'AH0', 'K', 'AH0', 'N']",d
487,americanized,"['AH0', 'M', 'EH1', 'R', 'IH0', 'K', 'AH0', 'N', 'AY2', 'Z', 'D']",d
488,americans,"['AH0', 'M', 'EH1', 'R', 'IH0', 'K', 'AH0', 'N', 'Z']",e
489,americas,"['AH0', 'M', 'EH1', 'R', 'AH0', 'K', 'AH0', 'Z']",e
490,amid,"['AH0', 'M', 'IH1', 'D']",d
491,amidst,"['AH0', 'M', 'IH1', 'D', 'S', 'T']",d
492,ammonia,"['AH0', 'M', 'OW1', 'N', 'Y', 'AH0']",a
493,ammunition,"['AE2', 'M', 'Y', 'AH0', 'N', 'IH1', 'SH', 'AH0', 'N']",d
494,among,"['AH0', 'M', 'AH1', 'NG']",a
495,amongst,"['AH0', 'M', 'AH1', 'NG', 'S', 'T']",d
496,amount,"['AH0', 'M', 'AW1', 'N', 'T']",d
497,amounted,"['AH0', 'M', 'AW1', 'N', 'T', 'IH0', 'D']",d
498,amounting,"['AH0', 'M', 'AW1', 'N', 'T', 'IH0', 'NG']",a
499,amounts,"['AH0', 'M', 'AW1', 'N', 'T', 'S']",e
500,amphibian,"['AE0', 'M', 'F', 'IH1', 'B', 'IY0', 'AH0', 'N']",d
501,amphibians,"['AE0', 'M', 'F', 'IH1', 'B', 'IY0', 'AH0', 'N', 'Z']",e
502,amphioxus,"['AE1', 'M', 'F', 'IY0', 'AA2', 'K', 'S', 'AH0', 'S']",e
503,ample,"['AE1', 'M', 'P', 'AH0', 'L']",a
504,amplified,"['AE1', 'M', 'P', 'L', 'AH0', 'F', 'AY2', 'D']",d
505,amputation,"['AE2', 'M', 'P', 'Y', 'AH0', 'T', 'EY1', 'SH', 'AH0', 'N']",d
506,amran,"['AE1', 'M', 'R', 'AH0', 'N']",d
507,amusement,"['AH0', 'M', 'Y', 'UW1', 'Z', 'M', 'AH0', 'N', 'T']",d
508,amusing,"['AH0', 'M', 'Y', 'UW1', 'Z', 'IH0', 'NG']",a
509,an,"['AE1', 'N']",i
510,an,"['AH0', 'N']",i
511,analogies,"['AH0', 'N', 'AE1', 'L', 'AH0', 'JH', 'IY0', 'Z']",e
512,analogous,"['AH0', 'N', 'AE1', 'L', 'AH0', 'G', 'AH0', 'S']",e
513,analyses,"['AH0', 'N', 'AE1', 'L', 'AH0', 'S', 'IY2', 'Z']",e
514,analysis,"['AH0', 'N', 'AE1', 'L', 'AH0', 'S', 'AH0', 'S']",e
515,analysis,"['AH0', 'N', 'AE1', 'L', 'IH0', 'S', 'IH0', 'S']",e
516,analyzed,"['AE1', 'N', 'AH0', 'L', 'AY2', 'Z', 'D']",d
517,anarchist,"['AE1', 'N', 'ER0', 'K', 'AH0', 'S', 'T']",d
518,anatomy,"['AH0', 'N', 'AE1', 'T', 'AH0', 'M', 'IY0']",a
519,ancestor,"['AE1', 'N', 'S', 'EH2', 'S', 'T', 'ER0']",a
520,ancestors,"['AE1', 'N', 'S', 'EH2', 'S', 'T', 'ER0', 'Z']",e
521,ancestral,"['AE0', 'N', 'S', 'EH1', 'S', 'T', 'R', 'AH0', 'L']",a
522,ancestry,"['AE1', 'N', 'S', 'EH0', 'S', 'T', 'R', 'IY0']",a
523,ancient,"['EY1', 'N', 'SH', 'AH0', 'N', 'T']",d
524,ancient,"['EY1', 'N', 'CH', 'AH0', 'N', 'T']",d
525,ancients,"['EY1', 'N', 'CH', 'AH0', 'N', 'T', 'S']",e
526,and,"['AE1', 'N', 'D']",i
527,and,"['AH0', 'N', 'D']",i
528,anderson,"['AE1', 'N', 'D', 'ER0', 'S', 'AH0', 'N']",d
529,andrews,"['AE1', 'N', 'D', 'R', 'UW2', 'Z']",e
530,anew,"['AH0', 'N', 'Y', 'UW1']",a
531,angeles,"['AE1', 'N', 'JH', 'AH0', 'L', 'IH0', 'S']",e
532,anger,"['AE1', 'NG', 'G', 'ER0']",a
533,angle,"['AE1', 'NG', 'G', 'AH0', 'L']",a
534,angles,"['AE1', 'NG', 'G', 'AH0', 'L', 'Z']",e
535,anglesea,"['AE1', 'NG', 'G', 'AH0', 'L', 'S', 'IY1']",a
536,angling,"['AE1', 'NG', 'G', 'L', 'IH0', 'NG']",a
537,angrily,"['AE1', 'NG', 'G', 'R', 'AH0', 'L', 'IY0']",a
538,angry,"['AE1', 'NG', 'G', 'R', 'IY0']",a
539,angular,"['AE1', 'NG', 'G', 'Y', 'AH0', 'L', 'ER0']",a
540,animadversion,"['AE1', 'N', 'AH0', 'M', 'AH0', 'D', 'V', 'ER1', 'ZH', 'AH0', 'N']",d
541,animadvert,"['AE1', 'N', 'AH0', 'M', 'AH0', 'D', 'V', 'ER1', 'T']",d
542,animadverted,"['AE1', 'N', 'AH0', 'M', 'AH0', 'D', 'V', 'ER1', 'T', 'IH0', 'D']",d
543,animadverting,"['AE1', 'N', 'AH0', 'M', 'AH0', 'D', 'V', 'ER1', 'T', 'IH0', 'NG']",a
544,animal,"['AE1', 'N', 'AH0', 'M', 'AH0', 'L']",a
545,animals,"['AE1', 'N', 'AH0', 'M', 'AH0', 'L', 'Z']",e
546,animated,"['AE1', 'N', 'AH0', 'M', 'EY2', 'T', 'IH0', 'D']",d
547,animus,"['AE1', 'N', 'IH0', 'M', 'AH0', 'S']",e
548,ann's,"['AE1', 'N', 'Z']",j
549,annals,"['AE1', 'N', 'AH0', 'L', 'Z']",e
550,annex,"['AE1', 'N', 'EH2', 'K', 'S']",e
551,annexe,"['AH0', 'N', 'EH1', 'K', 'S']",e
552,announced,"['AH0', 'N', 'AW1', 'N', 'S', 'T']",d
553,announcing,"['AH0', 'N', 'AW1', 'N', 'S', 'IH0', 'NG']",a
554,annoy,"['AH0', 'N', 'OY1']",g
555,annoyance,"['AH0', 'N', 'OY1', 'AH0', 'N', 'S']",e
556,annoyances,"['AH0', 'N', 'OY1', 'AH0', 'N', 'S', 'IH0', 'Z']",e
557,annoyed,"['AH0', 'N', 'OY1', 'D']",d
558,annoying,"['AH0', 'N', 'OY1', 'IH0', 'NG']",a
559,annual,"['AE1', 'N', 'Y', 'UW0', 'AH0', 'L']",a
560,annually,"['AE1', 'N', 'Y', 'UW0', 'AH0', 'L', 'IY0']",a
561,annulled,"['AE1', 'N', 'AH0', 'L', 'D']",d
562,annum,"['AE1', 'N', 'AH0', 'M']",d
563,anomalous,"['AH0', 'N', 'AA1', 'M', 'AH0', 'L', 'AH0', 'S']",e
564,anonymous,"['AH0', 'N', 'AA1', 'N', 'AH0', 'M', 'AH0', 'S']",e
565,another,"['AH0', 'N', 'AH1', 'DH', 'ER0']",a
566,answer,"['AE1', 'N', 'S', 'ER0']",a
567,answered,"['AE1', 'N', 'S', 'ER0', 'D']",d
568,answering,"['AE1', 'N', 'S', 'ER0', 'IH0', 'NG']",a
569,answers,"['AE1', 'N', 'S', 'ER0', 'Z']",e
570,antagonistic,"['AE0', 'N', 'T', 'AE2', 'G', 'AH0', 'N', 'IH1', 'S', 'T', 'IH0', 'K']",d
571,antecedently,"['AE2', 'N', 'T', 'EH1', 'S', 'AH0', 'D', 'AH0', 'N', 'T', 'L', 'IY0']",a
572,antecedents,"['AE2', 'N', 'T', 'IH0', 'S', 'IY1', 'D', 'AH0', 'N', 'T', 'S']",e
573,anterior,"['AE0', 'N', 'T', 'IH1', 'R', 'IY0', 'ER0']",a
574,anthem,"['AE1', 'N', 'TH', 'AH0', 'M']",d
575,anthony,"['AE1', 'N', 'TH', 'AH0', 'N', 'IY0']",a
576,anti,"['AE1', 'N', 'T', 'AY0']",a
577,anti,"['AE1', 'N', 'T', 'IY0']",a
578,anticipated,"['AE0', 'N', 'T', 'IH1', 'S', 'AH0', 'P', 'EY2', 'T', 'IH0', 'D']",d
579,anticipating,"['AE0', 'N', 'T', 'IH1', 'S', 'AH0', 'P', 'EY2', 'T', 'IH0', 'NG']",a
580,anticipation,"['AE0', 'N', 'T', 'IH0', 'S', 'AH0', 'P', 'EY1', 'SH', 'AH0', 'N']",d
581,anticipation,"['AE0', 'N', 'T', 'IH2', 'S', 'AH0', 'P', 'EY1', 'SH', 'AH0', 'N']",d
582,anticipations,"['AE0', 'N', 'T', 'IH0', 'S', 'AH0', 'P', 'EY1', 'SH', 'AH0', 'N', 'Z']",e
583,antics,"['AE1', 'N', 'T', 'IH0', 'K', 'S']",e
584,antidote,"['AE1', 'N', 'T', 'IH0', 'D', 'OW2', 'T']",d
585,antimony,"['AE1', 'N', 'T', 'AH0', 'M', 'OW2', 'N', 'IY0']",a
586,antiquities,"['AE0', 'N', 'T', 'IH1', 'K', 'W', 'AH0', 'T', 'IY0', 'Z']",e
587,antlers,"['AE1', 'N', 'T', 'L', 'ER0', 'Z']",e
588,antonio,"['AE0', 'N', 'T', 'OW1', 'N', 'IY0', 'OW0']",a
589,anxiety,"['AE0', 'NG', 'Z', 'AY1', 'AH0', 'T', 'IY0']",a
590,anxious,"['AE1', 'NG', 'K', 'SH', 'AH0', 'S']",e
591,anxiously,"['AE1', 'NG', 'K', 'SH', 'AH0', 'S', 'L', 'IY0']",a
592,any,"['EH1', 'N', 'IY0']",g
593,anybody,"['EH1', 'N', 'IY0', 'B', 'AH0', 'D', 'IY0']",a
594,anyhow,"['EH1', 'N', 'IY0', 'HH', 'AW2']",a
595,anyone,"['EH1', 'N', 'IY0', 'W', 'AH2', 'N']",d
596,anything,"['EH1', 'N', 'IY0', 'TH', 'IH2', 'NG']",a
597,anywhere,"['EH1', 'N', 'IY0', 'W', 'EH2', 'R']",a
598,apace,"['AH0', 'P', 'EY1', 'S']",e
599,apart,"['AH0', 'P', 'AA1', 'R', 'T']",d
600,apartment,"['AH0', 'P', 'AA1', 'R', 'T', 'M', 'AH0', 'N', 'T']",d
601,apartments,"['AH0', 'P', 'AA1', 'R', 'T', 'M', 'AH0', 'N', 'T', 'S']",e
602,apathy,"['AE1', 'P', 'AH0', 'TH', 'IY0']",a
603,aperture,"['AE1', 'P', 'ER0', 'CH', 'ER0']",a
604,apertures,"['AE1', 'P', 'ER0', 'CH', 'ER0', 'Z']",e
605,apiece,"['AH0', 'P', 'IY1', 'S']",e
606,apothecaries,"['AH0', 'P', 'AA1', 'TH', 'AH0', 'K', 'EH2', 'R', 'IY0', 'Z']",e
607,apothecary,"['AH0', 'P', 'AA1', 'TH', 'AH0', 'K', 'EH2', 'R', 'IY0']",a
608,appalling,"['AH0', 'P', 'AO1', 'L', 'IH0', 'NG']",a
609,apparatus,"['AE2', 'P', 'ER0', 'AE1', 'T', 'AH0', 'S']",e
610,apparel,"['AH0', 'P', 'AE1', 'R', 'AH0', 'L']",a
611,appareled,"['AH0', 'P', 'EH1', 'R', 'AH0', 'L', 'D']",d
612,apparent,"['AH0', 'P', 'EH1', 'R', 'AH0', 'N', 'T']",d
613,apparently,"['AH0', 'P', 'EH1', 'R', 'AH0', 'N', 'T', 'L', 'IY0']",a
614,appeal,"['AH0', 'P', 'IY1', 'L']",a
615,appealed,"['AH0', 'P', 'IY1', 'L', 'D']",d
616,appeals,"['AH0', 'P', 'IY1', 'L', 'Z']",e
617,appear,"['AH0', 'P', 'IH1', 'R']",a
618,appearance,"['AH0', 'P', 'IH1', 'R', 'AH0', 'N', 'S']",e
619,appearances,"['AH0', 'P', 'IH1', 'R', 'AH0', 'N', 'S', 'AH0', 'Z']",e
620,appeared,"['AH0', 'P', 'IH1', 'R', 'D']",d
621,appearing,"['AH0', 'P', 'IH1', 'R', 'IH0', 'NG']",a
622,appears,"['AH0', 'P', 'IH1', 'R', 'Z']",e
623,appease,"['AH0', 'P', 'IY1', 'Z']",e
624,appended,"['AH0', 'P', 'EH1', 'N', 'D', 'IH0', 'D']",d
625,appendix,"['AH0', 'P', 'EH1', 'N', 'D', 'IH0', 'K', 'S']",e
626,appetite,"['AE1', 'P', 'AH0', 'T', 'AY2', 'T']",d
627,appleby,"['AE1', 'P', 'AH0', 'L', 'B', 'IY2']",a
628,appliances,"['AH0', 'P', 'L', 'AY1', 'AH0', 'N', 'S', 'IH0', 'Z']",e
629,applicable,"['AE1', 'P', 'L', 'AH0', 'K', 'AH0', 'B', 'AH0', 'L']",a
630,applicant,"['AE1', 'P', 'L', 'IH0', 'K', 'AH0', 'N', 'T']",d
631,applicants,"['AE1', 'P', 'L', 'IH0', 'K', 'AH0', 'N', 'T', 'S']",e
632,application,"['AE2', 'P', 'L', 'AH0', 'K', 'EY1', 'SH', 'AH0', 'N']",d
633,applications,"['AE2', 'P', 'L', 'AH0', 'K', 'EY1', 'SH', 'AH0', 'N', 'Z']",e
634,applied,"['AH0', 'P', 'L', 'AY1', 'D']",d
635,apply,"['AH0', 'P', 'L', 'AY1']",a
636,applying,"['AH0', 'P', 'L', 'AY1', 'IH0', 'NG']",a
637,appoint,"['AH0', 'P', 'OY1', 'N', 'T']",d
638,appointed,"['AH0', 'P', 'OY1', 'N', 'T', 'IH0', 'D']",d
639,appointees,"['AH0', 'P', 'OY1', 'N', 'T', 'IY0', 'Z']",e
640,appointing,"['AH0', 'P', 'OY1', 'N', 'T', 'IH0', 'NG']",a
641,appointment,"['AH0', 'P', 'OY1', 'N', 'T', 'M', 'AH0', 'N', 'T']",d
642,appointments,"['AH0', 'P', 'OY1', 'N', 'T', 'M', 'AH0', 'N', 'T', 'S']",e
643,appoints,"['AH0', 'P', 'OY1', 'N', 'T', 'S']",e
644,appraised,"['AH0', 'P', 'R', 'EY1', 'Z', 'D']",d
645,appreciable,"['AH0', 'P', 'R', 'IY1', 'SH', 'AH0', 'B', 'AH0', 'L']",a
646,appreciated,"['AH0', 'P', 'R', 'IY1', 'SH', 'IY0', 'EY2', 'T', 'IH0', 'D']",d
647,appreciates,"['AH0', 'P', 'R', 'IY1', 'SH', 'IY0', 'EY2', 'T', 'S']",e
648,apprehended,"['AE2', 'P', 'R', 'IH0', 'HH', 'EH1', 'N', 'D', 'AH0', 'D']",d
649,apprehension,"['AE2', 'P', 'R', 'IH0', 'HH', 'EH1', 'N', 'SH', 'AH0', 'N']",d
650,apprenticeship,"['AH0', 'P', 'R', 'EH1', 'N', 'T', 'AH0', 'S', 'SH', 'IH2', 'P']",d
651,apprise,"['AH0', 'P', 'R', 'AY1', 'Z']",e
652,apprised,"['AH0', 'P', 'R', 'AY1', 'Z', 'D']",d
653,approach,"['AH0', 'P', 'R', 'OW1', 'CH']",d
654,approached,"['AH0', 'P', 'R', 'OW1', 'CH', 'T']",d
655,approaches,"['AH0', 'P', 'R', 'OW1', 'CH', 'IH0', 'Z']",e
656,approaching,"['AH0', 'P', 'R', 'OW1', 'CH', 'IH0', 'NG']",a
657,approbation,"['AE2', 'P', 'R', 'AH0', 'B', 'EY1', 'SH', 'AH0', 'N']",d
658,appropriate,"['AH0', 'P', 'R', 'OW1', 'P', 'R', 'IY0', 'AH0', 'T']",d
659,appropriate,"['AH0', 'P', 'R', 'OW1', 'P', 'R', 'IY0', 'EY2', 'T']",d
660,appropriated,"['AH0', 'P', 'R', 'OW1', 'P', 'R', 'IY0', 'EY2', 'T', 'IH0', 'D']",d
661,appropriately,"['AH0', 'P', 'R', 'OW1', 'P', 'R', 'IY0', 'IH0', 'T', 'L', 'IY0']",a
662,appropriating,"['AH0', 'P', 'R', 'OW1', 'P', 'R', 'IY0', 'EY2', 'T', 'IH0', 'NG']",a
